essay_id,essay
632011,"Ever since I have met with coding, I just wanted to create different stuff. Because I knew that it had no limits. My purpose is to reach my full potential and contribute to the society with the skillsets I have developed. In addition to that, I am really passionate about work with people who share my passion and wants to create and develop things similar to me."
632011,"I want to be in the STEM field—specifically technology—because it’s one of the few areas that’s always moving forward. There’s always something new coming out, something to learn, and that really motivates me. I don’t want to be stuck in a career that feels repetitive or outdated. Tech is always changing, and I want to grow with it. I think it’s cool to be part of a field that actually shapes the future. I also want to contribute to that growth. It’s not just about keeping up—it’s about creating, improving, and finding better ways to do things. I like solving problems and thinking about how things work, and tech gives me space to do both. I want to help build something meaningful, whether that’s through software, AI, or something else. It’s exciting to think that the work I do could actually impact people’s lives in some way. That’s why I’m here—to be part of something that matters and to keep learning while I do it."
632011,"I want to go into the STEM field because I'm interested in it. I pretty much just enjoy STEM stuff more than anything else like writing. As a computer science major, I also just have to take physics and math classes because that's part of my requirements to graduate. Now that I think about it, it's mostly just because it's for my major. I do enjoy solving big problems easily, but the process of learning how to solve those big problems is not very fun. Also, I'm not really sure if going into STEM is necessarily a thing I want to do specifically, it's more of a thing I have to do in order to graduate from college."
632011,"I wanted to follow the STEM field, because since I was a kid, I was big fan of formula one and cars in general. I was fascinated by the way they are acting on the road, and the way they go fast in turns and straight lines. So obviously, I wanted to be part of that world, design those cars and make them alive. Once I started to get interest on those engines and chassis, I started to like physics and math, that helps to understand more. And at school, I took STEM path, hoping to realize my dreams of becoming a formula one engineer, despite It was asking a lot of efforts, but the hope is sill in me and won't never go away, that hope the fuel of my personal engine, I pushes me to go above my limits, and success in this life. STEM is the best way for me to see my dreams fulfill"
632011,"I went into computer science without being fully aware that this was a STEM subject, but I wanted to go into the STEM field anyway because subjects in this field tends to make more money than non-STEM fields. I'm doing computer science because computers are my passion, I've been interested in how they work, etc., since I was younger. What I didn't anticipate about the STEM field was that despite studying computer science as my major, I would have to take a lot of math-involved classes such as Calculus and Physics, and that it would be a difficult major for me, because of these required classes. I would not ever change my major though, because I feel like I've already done so much in the computer science major that if I changed majors I would have to start all over. I was originally going to be either a business or economics major, which I'm not sure is STEM or not, but realizing that I was more passionate about computers made me choose a major in computer science instead."
632011,"When I think about why I want to go into the STEM field it all ties down to my interests and passion for computer building. When I was young I built my first computer with the help of my older cousin. He was the one who exposed me to technology and computer systems which sparked a big interest in me. I went on to do robotics and even build a couple computers on my own. I thought of doing computer science, but ultimately my end goal is becoming a hard ware engineer for a company like NVIDIA. I believe going into the STEM field will help me become successful as I am the first to go to college in my family and it is something that will never stop evolving. Keeping my interest into computer engineer for hardware engineer instead of computer science will allow me to do what I love and not just do a job for a salary."
632011,"I want to go into the STEM field because I have always enjoyed science and engineering throughout the school. From an early age, I enjoyed conducting hands-on experiments during science class. Furthermore, my fascination with science and engineering was also heavily influenced by my parents, especially my father. My father is an electrician and teaches me many things when I help him with jobs and stuff. Moreover, how my father allowed me to experience a work environment by assisting him on jobs which he needed my help on. These experiences allowed me to experience what's like working on a job site and in the real world where important decisions matter. Also, by majoring in electrical engineering I get to learn even more about engineering and things that will be very useful in the real-world. Finally, electrical engineering assists me in discovering more about STEM and things that interest me like science."
632011,"My last dream was to be a doctor. But when I was in high school, I learned that I hate biology. Medicine is not for me. I do not like to remember so many things. Then I found out that I like physics and math. I enjoy solving problems. I like to think and use logic. That is why I want to be in the STEM field. Now, I am studying computer engineering. My first goal is to work at Google. I want to learn from smart people there. After that, my big dream is to build my own IT company. I want to be an IT king. I want to make something great that helps people. Moreover, I know that is hard, but I will work hard and try my best to make this work."
632011,"I was first introduced to the idea of joining the STEM field when I was still in middle school. At the dinner table my aunt was discussing how a man at her work was an engineer, she was exaggerating the fact that he gets payed more than them but just barely got there. This lead to us having a conversation about how I should think about becoming an Engineer, because I had a love for math. After that conversation I was set on being an Engineer, I was still young so I had time to find other career paths but none “spoke” to me the way engineering did. Mainly because of the money if I’m being honest, I know engineering was not easy; that was apparent from the start. Yet, that didn’t stop me from wanting to become one. My aunt always reassured me that it was a good choice but she never pressured me to only choose the engineering path; she knew I was young and that my career path was for me to decide. I’m grateful for this because I looked towards other career paths during high."
632011,"I want to go to the STEM field to make money. My parents said ""art doesn't make money and should be a hobby"" so I ended up here. Also because I thought going into computer science would give me a chance at getting into game development (only to learn that unfortunately, that is a very toxic industry that exploits their programmers). It really is mostly for the money, otherwise I would've actually done an art major, even though I'd probably hate myself while doing it (when I took art classes in high school, I wanted to punch a wall with how infuriating they were). But in a way, I guess it's also because my cousin also does computer science so I could get some help from him, and because in the family it runs that everyone is in the STEM field: my mom, my dad, my aunts and uncles, cousins, etc. I don't particularly like math -- maybe I used to in middle school but then again I always took things as competitions and that's why I plowed through it -- but experiments and live demonstrations do in fact seem cool. Seeing a program that I've been working on for hours is cool too. But I think the general idea of being decent all-around does sound nice, since I'm generally a creative person. It'd definitely help with being more realistic with character-creation and writing."
632011,"I want to go into the STEM field because it's a key field to how the world works and it's also a high paying job. Personally, I chose to be in the STEM field because I didn't know what other fields I want to go into. Most people in this university are probably in the STEM field because it gives you a high paying job, but to be honest I honestly sometimes think it's not worth it. That's probably my reason why I don't want to go into the STEM field because there's too much competition and then there's also the pressure to be creative. Something that I think about is if I want to change my major to something I'm more passionate about, but I honestly might continue on this path for computer science, but if I do want to change it, I might go to something like math because I was very good at math at a lot of time and it's something that I think most people might not like. For me, that might be my second option if I want to switch majors."
632011,"I was never interested in learning when i was younger, my only passion was sports and i was bad at school and stuff. It was only until my senior year of high school until i got scared for what i was going to do in life. I took precalculas too see what it was like and it was miserable, i was so tarrable at everything. But i dont know why i liked learing new math i was just trying so hard and it felt so good when i was acually getting it. So i picked engineering because i was in engineering in high school. I wish i put more attention because they were teaching alot of important interesting things like coding ,arduino and curcuits. Now i really like this school like that i have. I love learing these new things like chem math and physics. I hope the passion doesent wear down and i give up."
632011,"I’ve just always thought coding was cool and in high school I had a computer science class and I loved it, it was one of the only classes I enjoyed. the teacher would tell us to fix  a specific code and told us to find out why it was giving a error message and told us to explain how we solved that error and how we found the thing that was causing it. It was like solving a puzzle. That’s why I’m in stem."
632011,"I thought that engineering was super interesting. I was always fascinated by complex mechanisms and how things worked the way they worked, and STEM just seemed like a really nice field to learn about such things. My brother and dad were also STEM, though computer focused, I felt that I wanted to sort of follow in their footsteps. I think I preferred a rough, rugged and physical sort of engineering, so I chose civil engineering. To be called an engineer was also a weeny dream of mine and having such an awesome title would just be awesome to me. The STEM field is vast, and humanity is constantly innovating, I wouldn't mind being a part of the cool new technological movements that would spring forth. STEM related jobs also have nice salaries and having a lot of money would be really nice. I would live a life without financial worry."
632011,"To be honest,  I wanted to go into the stem field to do physics because I thought it was cool. I took a physics class in high school that I found interesting, and so i wanted to go and continue that in college. I also heard that the job prospects after college for a stem major were good, and so it seemed like a good choice to take as a major."
632011,"I want to go to the STEM field because technology plays a big part in our modern day lives and seems like the advancement into the future. Additionally, technology can allow me to create or design things that I envision into a digital space, allowing me to more easily express my thoughts and ideas. Plus, I don't think I'm the worst at this type of field and I think I can make decent progress or success in this field."
632011,"I do not intend to fully go into the STEM field, but I do want to learn the skills to be able to make a simple story-based RPG game. I know that programming is a part of STEM, so I am going into at least a good chunk of this field. I believe learning the mechanisms behind physics might help me with some of the more sophisticated sections of my game when it includes a decent amount of mathematics that are also applicable in several coding languages like Java or Python. In the times I made games with Python or Pygame in my earlier coding classes, I used gravity in some of them so that I could implement smooth jumping motions in a Flappy Bird game or a platformer."
645723,I am here because I need this class to complete my major.
645723,I'm here to pass a prerequisite to complete my degree.
645723,I am here because I want to become a mechanical engineer with a specialization in automotive. Since I was a kid I wanted to do that and I have tried everything I can to achive my goal of being an automotive mechanical engineer. I'm not going to lie and say SFSU was my first choice but they did pay the best in financial aid and so far what I've learned has paid off cause it's stuff I will be using as an engineer and stuff that I can use in my everyday life.
645723,The reason that I am here is because its part of my major or more so in line with the major that I am taking. Other reasons that I am in this class is because to expand further my knowledge of physics to aid my success with the lectures section. Another reason is that these new expirements are new to me so might as well explore them and I might get something out of them in the long run. Learning the is the reason that I am in this lab and the type of learning is also more physical than my lecture class which bring different approach to how I will practice and remember these lessons. I am here to further the path to a bachelor in physics and astronomy so I can find a place for myself amount the people that studies the stars and universe. And that is why I am here.
645723,"I'm here because this course is required for me to continue with my degree in computer science, yet it's not my only motivation for being here. The end goal of ""getting a degree in computer science"" has no sense of drive or passion implied within it. My end goals are to develop an understanding of technology at a software level, and to use that knowledge to both understand how things in the vast world of technology work, and how to use them for my personal interests. Physics is an important tool for understanding the mechanisms of life at a fundamental level, but it's also important for some of my interests in computer science, such as how electromagnetism makes the hardware on my machine work, or how physics needs to work so that I can translate it into game development. The classes also set a good foundation for a good work ethic, and doing something productive helps to keep me in a good headspace and motivated both for university, and for life outside of it."
645723,"I am here because I want to study and succeed with schooling and ultimately life. I chose to go to university to get an education and ultimately get a job that I am passionate about. I take schooling very serious as personally I want to enter the work force as early as possible in order to be able to support a family within my 20s. I want to have some form of financial freedom and getting an education and experience will support those dreams of mine. I personally do not mind schooling that much, as I feel that it is an absolute necessity, so as long as you get yourself into that mindset you stop wanting to sulk about studying or doing hours of homework on a weekly basis. I have kept up that mindset for years and it has helped me greatly with motivation and whatnot. All I want is to succeed and going to school is a stepping stone to that."
645723,"Why am I here? I am here because this is a course needed, so I am one step closer to taking another course that has this class listed as a prerequisite, and ultimately being one step closer to graduating. That is a very condensed reason as to why I am taking this class. If we are not talking about why I am here for just this course, but instead asking the grander question: why I am here? Then I have no clue. Why am I going to college? Why do I exist? It can go on and on. I have no clue. Life is too complicated, and I just decided I want to go to college, get a degree, and try to get a decent job. I enjoy physics so I don't look at taking this classes as a negative thing, if it came off I didn't earlier in this writing piece, it's nothing like that."
645723,"As a computer since major and third year here at sf state, physics 230 is a pre req in order for me to obtain my undergrad in computer science but as we know along with taking physics 230 you have to take a lab, hence 232. I am however excited to be here and participate in the labs, I had a good experience I physics 220 and 222 lab, so I hope its the same outcome! I am also excited to learn new ideas and how physics contribute to my every day life as this is something that crosses my mind every now and then and I find it interesting, a lot of people don't know how often physics is applied to their every day life! Lab wise I feel like this lab will have more complex factors than the previous physics 220 lab I was enrolled in a few semesters ago but I believe that is the fun of it!"
645723,"well, I am in this class because it's a requirement, but I'm at SFSU because I want a better education and to go into a career I enjoy. My dad wasn't able to continue his education because his family just didn't have the money for it, so he worked hard to get the job he had growing up he had enough to cover all the bills, but he was so tired because he is constantly working and didn't get much of a chance to take a break. Growing up, he always told me to continue my education and get a degree in a career I enjoy and one that will be rewarding and won't be too stressful and tiring. So that's why I'm here. because I want to have a better career than my parents and to show them that all their hard work and sacrifices paid off, and it's all thanks to them."
645723,"I believe I am here not only because it's a requirement for my degree in electrical engineer, but because of the learning experience as well. I am here because I want to be here, not because I need to. throughout the course of my college days, I have noticed how affective and important labs are. there have been many studies and reports that show the significance of students engagement in labs, it showed most people will pass the class they are in while there are close to none of the students who don't pass the class. it also showed the number of students who fail when not taking a lab and the difference between the two is very interesting to note. I believe that by just coming to class, you have a much big head start into passing the class then from those who do not show up or barely show up to class. this is why I believe I am here."
645723,"If the question is why am I here in class, I would say because I am genuinely passionate about physics and would like to learn more so I can later use and apply that knowledge in my career but also I think it’s really cool to learn how things work in general."
645723,I do not wish to participate in the reflections.
645723,"I could name multiple reasons to ""Why am I here?"". Why am I in this class, and to why am I here. But to start off, I am here because one, I have to take it, two, its a required class for my major, and three, its mandatory that I take it so then I meet the requirements. I have had more experience with Physics than Chemistry, I took it in my first year here, but Physics I took it since high school, so I have a good knowledge of what would be covered in this course. Although there were some that were pretty challenging, like this topic related to Calc 1, it was something that I wasn't expecting at all, but I went through it, and here I am taking physics with calc 2 that is more advanced than my previous course that I took last semester. So, I'm ready for what to expect and looking forward to it."
645723,"I am here because I chose to move from sunny LA to a colder environment, San Francisco being the place I had last visited that was cold and I liked. I’m here as a mechanical engineering major because I joined undecided but made up my mind on robotics/machines. I’m here in this class to get my requirements for my major done to graduate and get me bachelors."
645723,"I heard these reflections are for a research project. I advise you not add my entries to the data pool, as my reflections are usually complaints about the reflection exercises themselves, or dummy data. Here's an example of the dummy data you may want to keep out of because its a description of a pirate on the high seas answering the question why am I here: Why Am I Here? Aye, the question gnaws at me like a barnacle on the hull— why am I here? Rockin’ on these cursed waves, with naught but the wind’s howl and the creak of timbers to keep me company. The sea stretches endless, a great blue maw that swallows men’s hopes whole. But here I be, a pirate by choice—or was it fate? I weren’t always this salt-crusted soul. Once, I knew land beneath my feet, soft earth instead of splintered planks. But the land held no promise for a man like me, born into the gutter, eyes sharp and belly empty. The sea, she whispered of freedom. No lords, no masters—just the horizon and what ye could take with yer own two hands. But freedom’s a fickle mistress. The longer I sail, the more I wonder if it be freedom at all or just another prison, this one with no walls, only water. Each dawn brings the same: the hunt for plunder, the fear of the gallows, the endless, endless blue. The faces of me crew blur together, all of us chasing fortune, yet finding little but blood and salt. So why am I here? Perhaps ‘tis greed, or the thrill of the chase. Maybe it’s the devil’s own luck that’s kept me afloat while others sink. But deep down, I reckon I’m here ‘cause the sea’s the only place left for a man who’s burned every bridge behind him. There’s no going back to land, to a life I never truly had. In the end, I’m here ‘cause the sea let me be here. And when she’s done with me, I’ll sink beneath her waves, just another nameless soul swallowed by the deep."
645723,"I am here because I want to fulfill my requirements in physics in order to bring myself closer to achieving my bachelor's degree in the study of Computer Engineering. Finishing this class would help me to build stronger skills of resilience, perseverance and become a more well-rounded student overall. Achieving my degree in computer engineering overall would become one of my greatest achievements of my entire life and is something that I want to pursue and further contribute to as it would ultimately better the lives of myself and others around me. Obtaining a job with my degree would also help me live the life that I want to live and become both comfortable and stable mentally and financially, meaning that I would be able to accomplish more of my life's dreams with my degree being out of the way. In summary, I am here to reach the gateway of the rest of my life by striving for my degree in Computer Engineering."
645723,I am here to learn about physics 2 even though it's not my favorite subject. It's also a prerequisite so I have to take this class. I'm hoping everything goes well in this class because I'm not the best at physics.
645723,"I am in Phys Lab, awaiting the experiment"
645723,"I’m here because I'm required to take this class, im a biochemical major. To be honest, I have no idea why I need physics 1 and 2 to graduate but maybe to give me an outer look of how the world is working around us. I really enjoyed taking physics one and I hope that physics 2 is as much fun as physics 1. Also I hope that the exams are easy this semester!"
645723,"I am here to learn, And while it’s of course required in my major I do love to learn more about the world, and how things interact. Some of the things I know were a general view at first, and has been opening up as I’ve gone more in depth with some subjects which is rather exciting to me."
645723,"I am here because this physics lab is a requirement for my computer science degree. While my main focus is on coding, algorithms, and AI, physics teaches problem-solving skills that are valuable in CS. Understanding how the physical world works connects to areas like simulations, graphics, and even hardware design. Beyond just fulfilling a requirement, I see this lab as a way to strengthen my ability to think critically and analyze data. In computer science, debugging code is similar to troubleshooting an experiment—both require patience, logic, and attention to detail. Learning to apply the scientific method will help me in programming, where testing and iteration are essential. Ultimately, I’m here because earning my CS degree is part of my bigger goal: to build a future in technology, whether in AI, finance, or another field that excites me. Even if physics isn’t my main passion, I recognize its role in shaping the way I approach complex problems. So, I’m here to learn, to get one step closer to my degree, and to develop skills that will help me in my future career."
645723,"""Why am I here?"" I am here because PHYS230/232 is required for my major. There is no other reason."
645723,"I think why I’m here in this class is because it is a requirement for my major but I do like having the lab classes because it really helps me learn when it’s not just on a powerpoint and actually visualizing and doing what we learn. It really helps me understand what’s going on and how physics interacts with everyday objects that we use. For a more general POV, I’m at SFSU to obtain a degree in Computer Science and hopefully be the first graduate in my family (Racing against my sister lol).  And I do hope to learn a lot from the classes I’m taking because they’re pretty interesting classes."
645723,"I am here because getting an engineering degree is what I always wanted to do. Unfortunately, I could not afford college and had to first join the military to the afford college. Now we are at the college step and I am just grateful that everything worked out 5 years later. Now I am in engineering because I want to be one of the people who create new things, specifically in the field of electronics. One of my idiosyncrasies is that I really like using things I made myself, which so far has been apps and surfboards. I'm here to increase the amount of things I can make myself and for others."
645723,"I need the credit for my CS major is the major reason why I'm here, past that physics is mildly interesting but I don't love it that much"
645723,"I am here because I would like to make an attempt to enter the technology field as a software engineer. I chose this profession because it was the only profession I have ever felt confident in my achievements and my knowledge. I enjoyed the work I was putting in for my classes, so I was curious to see how far I can go with this. I made attempts for different majors such as nursing, marketing, child and adolescent development, but eventually I gave up and couldn’t decide what I wanted to purpose. I made an attempt to take a break from my education but I didn’t like the idea of it, so I went for a major that I never thought I would study in. I discovered my interest from friends but never expected myself to take the step to get into that field. Today I have achieved a Linux administrator certificate and in 1.5 years I can obtain my bachelors degree. I’m very excited with where this will lead me. And what I will be learning in my classes."
645723,I am here since I need to take this class for my major. And for the duration of this lab class I hope to meet new people and make new friends since from what I've heard is that Phys230 and Phys232 are hard classes so I hope making friends in this class will help me with either when I need support on something I don't understand or just to have people to hang out with.
645724,My goals are to graduate from SFSU and this course helps me graduate.
645724,"My goal is to finish my degree, and this class is a requirement to do so."
645724,My goal is to be able to get a job in the automotive world. This class will help me since most of the industry is heading twords electric motors and there is a lot about electricity. Since motor work using electromagnetic waves it works in my favor to learn more about them and how to make them more efficient.
645724,My goal are to be able to apply the labs to the lecture and vice versa to further my understanding the topic on hand. Ways to help is being available to ask for help and provide the answer to want is being ask. These can help me become better prepared for the topic that the lecture may have and not be totally lost. These are basically the goals I would consider the most prominent when it comes to the lab and lectures not super complicated since I could not think is that but these are still major reasons for the goals for me in this class. I don't ask much since as long I can understand and answer the question being ask I pretty much set to good.
645724,"I have several goals in this class I want to achieve over the course of this semester. One of my goals is to pass this class with a good grade, and another is leaving early. Usually I don't eat lunch before coming here so I am pretty hungry. I also want to have an easy time collaborating with my team, so we can understand the lab and exchange information and ideas to better understand the concept we are learning about. Besides that, I want it to be a relatively easy semester when it comes to working with my group. So far I am content with them and proud of the work we have done the first lab."
645724,"When I think about my goals, they all revolve around growth both intellectually and personally. As a CS student, I want to build things that make an impact, whether that’s through AI, robotics, or innovative software. But to create something truly groundbreaking, I need to understand the fundamental forces that shape our world. That’s where this course comes in. Electricity and magnetism are everywhere, powering the technology we use, the circuits that run our computers, even the way information travels wirelessly. If I want to develop better AI systems, smart devices, or even work on robotics, I need to grasp the principles behind electric fields, circuits, and electromagnetic waves. I don’t just want to memorize equations, I want to see the connections between these concepts and the innovations they enable. Beyond academicss, I hope this class pushes me to think critically, problem-solve, and embrace challenges. Physics isn’t always easy, but neither is anything worth pursuing. By the end of this course, I want to walk away with a stronger ability to tackle complex problems because that’s a skill that will serve me in anything I do"
645724,I don't feel comfortable writing today
645724,"my goals for this class is to not only pass with an A, but to also be able to have a good amount of hands on learning that include physics. I  think this class can help by being able to incorporate the ideas and teachings from the lecture and see how it works with using hands on activities into the lab. I think think this class can also help by being able to communicate with my peers and talk with one another about each of our own ideas and the steps we used to reach the answer. I also think that being able to communicate with the lab instructor will also better my learning experience and help to reach my goal since I will be able to ask for help or double check my work to make sure its correct and that I'm going in the right direction. I think that with these ideas being accounted for and the resources being provided, that I will be able to reach my goal without any problems or distraction."
645724,My goal in this class is to better my understanding of physics I think this class can help me by introducing new ways to think about certain problems and maybe see physical and practical examples of the physics concepts applied in our daily life’s.
645724,"I choose not to participate, thanks."
645724,My goal is to graduate from SFSU by 2028. Completing this class will help me move forward in my educational path.
645724,"Some goals I have for this semester, particularly in this lecture is to, keep showing up on time to this class, participate, turn in assignments on time, and get good grades. These are some that I have mentioned, but there is more to add, but also it could relate to other courses I am taking in this semester, besides this one. I could name more, but it relates, like I said previously, to other classes I am taking. Getting these goals require time, and takes process through time. Obviously this is going to be a short semester, like last time, cause it was long. But I'm looking to achieve some goals that I'm aiming for. Like I said, it also relates to other class I 'am taking, not just one in specific, so yeah, still far away, already in third week of the semester, and looking forward to it, and excited."
645724,My goals are to pass this class obviously but also to do my work on time as to not fall behind. Doing so can help in keeping my grades up so that I can do better at this school. Some other goals include getting proper sleep and eating well which can affect my mental and physical health so that I can preform better in class.
645724,My goals is to be able to graduate and be able to get a stable job that a can be happy/proud of. This class can help me achieve this because I need this classes credits to be able to graduate. It can also help me in the future if my work has some relation to physics and what we have learned in the lecture and the lab. Which this class can help achieve and aid in the process if I am getting a job related to physics.
645724,"I heard these reflections are for a research project. I advise you not add my entries to the data pool, as my reflections are usually complaints about the reflection exercises themselves, or dummy data. Here's an example of the dummy data you may want to keep out of because its a description of a pirate on the high seas answering the question why am I here: What are my goals and how can this class help me achieve these goals? Arrr, me hearty! As a swashbucklin' pirate, me goals be simple: plunder the riches o' the seven seas, outrun the authorities, and keep me and me crew safe from harm. I be thinkin' this ""Physics II"" class can help me achieve me goals. I've noticed that understandin' the tides and winds be crucial to avoidin' shipwrecks. Maybe this class will teach me about them ""forces"" and ""motions"" that govern the ocean, helpin' me navigate treacherous waters and optimize me treasure hunts. And who knows, maybe I'll even learn how to outsmart me enemies and stay one step ahead o' the authorities! Yarrr!"
645724,"My goals are ultimately to graduate with my bachelor's degree in Computer Engineering, possibly obtain my Master's, and achieve a stable job after college where I can buy certain things that I was never able to have growing up and live both comfortably and happily. I want to be able to buy things for the people around me that make them happy and get to see how far I can go financially with my degree. This class can help me achieve these goals by bringing me a step closer to graduating with my degree. In addition, this class helps contribute to my goals by teaching me physics-related education that I may later utilize in my job or other classes which I will later take towards my Computer Engineering degree. This class will also help me to learn how to effectively solve different problems and teach me to think outside the box which I can utilize in the future."
645724,My goal is to understand physics because I struggle a lot with it. This class can help me understand it by having groupmates that help me if I'm stuck. I also can use the extra practice.
645724,My Goal is to understand Phys 230 better and this Class helps that by showing the concepts In real Life.
645724,My goal is to open my own laboratory as a biochemist. I want to help people by researching certain diseases and try to find a cure to those diseases. This class will unfortunately help me reach my goal. For some reason physics I and II is a requirementfor my major. So in order to get my degree I need to pass this class. I hope that this class will be as fun and easy throughout the semester. And I will for sure try my best.
645724,"My goal is to get a degree in mechanical engineering. This helps me int his class as its a class i need to pass in order to get this degree, and could help me understand basic principles of things Im going to be working on in the future."
645724,"My main goal is to grow in my career and personal life. I want to specialize in AI or finance as a Quant, and I know physics will help me think critically and solve problems better. Understanding patterns, forces, and interactions applies to more than just science—it connects to coding, finance, and even music, which I love. This class can train me to break down problems logically and stay disciplined in my learning. Sometimes I get overwhelmed juggling different interests, but mastering physics, even at a basic level, helps me see how everything connects. It’s another step toward becoming the person I want to be."
645724,"""What are my goals and how can this class help me achieve these goals? "" Some of my goals are to get a PhD and/or hopefully a higher paying job. Aside from passing this class or getting a LOR, I don't know how this class can help me achieve these goals."
645724,My goals for this semester is to try to take what I learn in Physics to apply it to computer science and game design. My overall goal in college is to get a understanding on coding and to hopefully graduate with a bachelor’s. This class can help me understand Physics more because I’m more of a visual learner. It’s easier for me to understand subjects when it’s infront of me and actively working compared to sitting in a class and just mindlessly reading for an hour straight. I understand that lectures are also an important part of learning but I found it rather boring and I can’t fully grasp what’s happening in that class.
645724,My goals are to get into engineering so I can make something I think is cool. This class can help me achieve this goal by teaching me the fundamental physics that governs the behavior of objects in everyday life. Knowing these core principals will help me make sense of future problems and be able to approach them more effectively.
645724,"I want a degree so I can get a good job, passing this class helps me get my degree because I need it for my major."
645724,"My goals are to get As in physics and eventually complete my degree. To achieve this, in this course, I will review canvas daily, keep up to date with my assignments, get ahead of my reading, watch videos outside of class, be disciplined and responsible. To achieve this, I will get ahead when I can, prepare for classes as soon as I can, and review each information that I’ve learned whenever I finish the lab of the week. To keep myself disciplined I will be a good team player by being prepared for my teammates. With the structure and system I’ve placed on myself, I should be able to achieve my goals in this course to move onto my bigger goal."
645724,My goal is to become an engineer and have a degree in engineering and I can achieve that in this class because one it is a requirement for this type of degree and second because it will be useful in the field of engineering.
645712,"I really enjoy working with my group, they’re really friendly!"
645712,"My group mates help me understand the lab, and we work together to complete each lab."
645712,I have made friends in this class from past classes and also from being together in class a lot so it helps since it make getting help for homework and it makes communication about the lab work a bit easier since it allows us to understand each other and what it is that we are trying. They helped me with getting connected to other students and also helped me with understanding things that I was confused about during class.
645712,Yeah I would say my table mates do theirs work and contribute to the lab and their are focused on getting the work done which is nice I don't have much to say since their basically what lab mates expect to be is work and convers with each other either on the topic or other.
645712,"I haven't made any substantial connections but I have had multiple lab partners i've worked with who have been very helpful in making the process of the lab go smoothly, quickly and without significant errors. Any time there hasn't been an understanding, everyone i've worked with has been helpful in collaboratively trying to solve any unknowns"
645712,"I haven't made a deep connection with anyone in this class, but my lab partners have been extremely involved and helpful in completing the labs that we have been working on weekly. Everyone in my group has been participating and communicating well, and in my opinion that is the key to completing each lab efficiently every single week."
645712,"Not really. I get along with my group mates just fine, but I have not connected to anyone on a personal level. I would like to, but I don't have many opportunities to just talk and hangout with people one-on-one in this class."
645712,"At the beginning of this lab, I wasn’t sure if I would really connect with anyone, but over time, I found myself naturally gravitating toward my lab table / group. From the first time we worked together, they made the environment feel less intimidating, and that alone helped me feel more comfortable. Whether it was clarifying a confusing concept, double-checking my work, or just sharing a quick joke when things got stressful, their presence made the lab feel more manageable. One specific moment that stands out is when I was struggling with an assignment, and they took the time to explain it in a way that actually made sense to me. They didn’t just give me the answer, they made sure I understood it, which I really appreciated. Beyond the work itself, it’s just nice knowing there’s someone I can count on, even in small ways. It’s a reminder that learning isn’t just about the material but it’s about the people you share the experience with."
645712,"I feel like I have made a connection with someone in this class. This has helped me in this class because it allows me to feel more comfortable in the class, and it makes me feel more comfortable with participating in class. It allows me to feel more confident in just throwing out ideas and just allows me to be able to communicate with the other members in my group."
645712,"so far, I have made a few connections with my peers around me. specifically with my group members. we each have talked about one another's personal lives and have made different connections by doing so. it has been pretty cool learning about others and their interests and differences. I think that this helped me with figuring out who I am as a person and what I have overcome."
645712,I became friends with Marko one of my group members we bonded over watching soccer he helped me finish the lab assignments by working together and helping each other understand the concepts discussed in class
645712,"I wish to not participate, thanks."
645712,I have not made a connection with someone in this class.
645712,"I have made a connection with my tablemate Anthony. Because we work together in this class, and we have taken other classes together. What I admire about him is that he's a good friend who cares about others, and he likes working and meeting new people, and I could always ask help from him, with like class work, and homework, etc. He's someone I could trust, and work with, and he's a very good friend, so that it of what I have to say about him. There's nothing much to add on."
645712,I do not feel comfortable participating in this topic.
645712,Unfortunately no I haven’t connected with anyone in the class yet. The first week was a quick class so I didn’t say in class enough to get to know my tablemates. Then the second week I wasn’t feeling well so I didn’t go to class that week which probably would have been the day where we got to know more about each other more. Third week we just finished doing the work and left. A lot of people in this class are in the same physics II class but I also haven’t been very talkative in that class.
